Customer ID,Customer Name,Segment,Region,total_orders,total_units,lifetime_value,lifetime_profit,first_purchase,last_purchase,margin_pct
DF-13135,David Flashing,Consumer,Central,1,18,2067.8,127.11,2017-01-30,2017-01-30,6.1
DF-13135,David Flashing,Consumer,East,1,4,212.64,28.55,2016-12-26,2016-12-26,13.4
DF-13135,David Flashing,Consumer,West,1,13,110.1,18.52,2015-10-04,2015-10-04,16.8
DG-13300,Deirdre Greer,Corporate,East,3,25,2594.04,292.98,2015-11-01,2018-11-28,11.3
DG-13300,Deirdre Greer,Corporate,West,2,7,601.78,-18.64,2016-10-25,2017-08-22,-3.1
DH-13075,Dave Hallsten,Corporate,Central,1,4,8.71,-4.36,2017-06-24,2017-06-24,-50.1
DH-13075,Dave Hallsten,Corporate,South,2,30,1841.79,302.59,2015-11-21,2016-06-13,16.4
DH-13075,Dave Hallsten,Corporate,West,2,32,1636.7,148.93,2016-03-01,2018-03-28,9.1
DH-13675,Duane Huffman,Home Office,East,1,6,85.3,-4.93,2016-09-21,2016-09-21,-5.8
DH-13675,Duane Huffman,Home Office,South,2,31,497.7,65.09,2015-08-12,2016-11-15,13.1
DH-13675,Duane Huffman,Home Office,West,1,10,460.09,-34.29,2015-11-28,2015-11-28,-7.5
DJ-13420,Denny Joy,Corporate,Central,1,2,1454.9,6.91,2017-04-02,2017-04-02,0.5
DJ-13420,Denny Joy,Corporate,South,1,2,392.94,-9.84,2016-10-04,2016-10-04,-2.5
DJ-13420,Denny Joy,Corporate,West,2,16,164.68,0.84,2015-12-08,2016-10-10,0.5
DJ-13510,Don Jones,Corporate,East,3,13,239.9,31.64,2018-02-11,2018-09-12,13.2
DJ-13510,Don Jones,Corporate,South,2,17,500.78,58.24,2015-08-17,2018-11-03,11.6
DJ-13510,Don Jones,Corporate,West,3,10,1761.01,3.67,2017-08-26,2018-11-12,0.2
DJ-13630,Doug Jacobs,Consumer,East,2,41,3036.43,241.15,2017-11-19,2018-12-18,7.9
DJ-13630,Doug Jacobs,Consumer,West,1,1,319.97,54.15,2016-12-14,2016-12-14,16.9
DK-12835,Damala Kotsonis,Corporate,Central,3,11,1162.77,25.99,2015-11-23,2018-12-09,2.2
DK-12835,Damala Kotsonis,Corporate,East,2,9,167.51,23.5,2017-03-25,2018-04-24,14.0
DK-12835,Damala Kotsonis,Corporate,South,2,20,407.03,23.01,2016-02-07,2017-12-09,5.7
DK-12835,Damala Kotsonis,Corporate,West,5,65,1519.17,177.37,2015-03-26,2018-10-21,11.7
DK-12895,Dana Kaydos,Consumer,Central,2,22,2660.62,86.02,2016-03-08,2016-09-25,3.2
DK-12895,Dana Kaydos,Consumer,South,2,16,564.38,0.78,2018-08-27,2018-11-15,0.1
DK-12895,Dana Kaydos,Consumer,West,1,11,1057.17,160.03,2018-08-12,2018-08-12,15.1
DK-12985,Darren Koutras,Consumer,Central,1,3,646.2,75.95,2015-11-24,2015-11-24,11.8
DK-12985,Darren Koutras,Consumer,South,2,29,740.18,29.75,2016-12-07,2018-12-23,4.0
DK-12985,Darren Koutras,Consumer,West,2,14,300.66,-35.1,2016-08-02,2018-05-05,-11.7
DK-13090,Dave Kipp,Consumer,Central,2,6,152.75,20.46,2018-02-21,2018-10-01,13.4
DK-13090,Dave Kipp,Consumer,East,2,21,648.69,-61.15,2017-02-14,2018-11-18,-9.4
DK-13090,Dave Kipp,Consumer,South,2,19,1061.58,190.29,2016-10-09,2018-11-03,17.9
DK-13090,Dave Kipp,Consumer,West,1,5,787.53,-114.81,2016-03-02,2016-03-02,-14.6
DK-13150,David Kendrick,Corporate,Central,1,9,433.56,56.82,2015-12-05,2015-12-05,13.1
DK-13150,David Kendrick,Corporate,East,1,13,364.27,67.32,2018-12-20,2018-12-20,18.5
DK-13225,Dean Katz,Corporate,Central,1,14,270.36,28.4,2016-11-15,2016-11-15,10.5
DK-13225,Dean Katz,Corporate,East,5,37,1589.96,117.82,2016-12-03,2018-12-20,7.4
DK-13225,Dean Katz,Corporate,West,3,26,2942.08,288.16,2015-03-14,2018-06-29,9.8
DK-13375,Dennis Kane,Consumer,Central,2,14,1138.79,167.31,2017-07-22,2018-12-11,14.7
DK-13375,Dennis Kane,Consumer,East,3,22,1193.0,170.03,2015-09-07,2018-11-12,14.3
DK-13375,Dennis Kane,Consumer,West,3,48,986.7,131.9,2016-12-12,2018-07-27,13.4
DL-12865,Dan Lawera,Consumer,Central,1,5,6.0,4.82,2018-01-19,2018-01-19,80.3
DL-12865,Dan Lawera,Consumer,East,3,15,223.29,27.71,2015-06-29,2017-02-27,12.4
DL-12865,Dan Lawera,Consumer,South,3,15,214.73,7.4,2015-10-15,2018-09-21,3.4
DL-12925,Daniel Lacy,Consumer,Central,3,30,1034.05,150.52,2016-05-08,2018-11-03,14.6
DL-12925,Daniel Lacy,Consumer,East,1,11,733.56,104.45,2015-11-01,2015-11-01,14.2
DL-12925,Daniel Lacy,Consumer,South,1,6,1299.99,132.84,2015-09-09,2015-09-09,10.2
DL-12925,Daniel Lacy,Consumer,West,1,4,204.6,-13.36,2016-09-22,2016-09-22,-6.5
DL-13315,Delfina Latchford,Consumer,Central,2,3,63.16,18.17,2015-02-06,2015-02-17,28.8
DL-13315,Delfina Latchford,Consumer,East,3,51,1176.24,134.07,2015-01-16,2018-12-08,11.4
DL-13315,Delfina Latchford,Consumer,South,2,23,179.97,7.8,2017-09-04,2018-11-25,4.3
DL-13315,Delfina Latchford,Consumer,West,1,5,38.88,11.55,2018-01-03,2018-01-03,29.7
DL-13330,Denise Leinenbach,Consumer,Central,1,19,508.11,51.71,2016-11-21,2016-11-21,10.2
DL-13330,Denise Leinenbach,Consumer,East,1,6,12.42,-2.32,2017-10-28,2017-10-28,-18.7
DL-13330,Denise Leinenbach,Consumer,South,1,9,23.12,-1.34,2015-06-23,2015-06-23,-5.8
DL-13330,Denise Leinenbach,Consumer,West,1,1,41.37,0.56,2018-11-03,2018-11-03,1.4
DL-13495,Dionis Lloyd,Corporate,Central,1,16,255.58,-1.59,2016-12-25,2016-12-25,-0.6
DL-13495,Dionis Lloyd,Corporate,East,2,6,1864.59,274.89,2018-04-30,2018-08-15,14.7
DL-13495,Dionis Lloyd,Corporate,South,1,6,316.0,35.88,2017-01-17,2017-01-17,11.4
DL-13495,Dionis Lloyd,Corporate,West,4,15,1103.15,125.64,2017-07-22,2018-10-15,11.4
DM-12955,Dario Medina,Corporate,Central,2,14,321.03,-18.26,2016-09-21,2017-03-21,-5.7
DM-12955,Dario Medina,Corporate,East,1,6,795.41,101.5,2015-09-30,2015-09-30,12.8
DM-12955,Dario Medina,Corporate,South,1,5,81.57,10.23,2018-09-07,2018-09-07,12.5
DM-12955,Dario Medina,Corporate,West,3,12,124.03,3.22,2015-12-09,2017-09-29,2.6
DM-13015,Darrin Martin,Consumer,Central,2,15,858.92,123.38,2016-07-08,2018-10-23,14.4
DM-13015,Darrin Martin,Consumer,East,3,38,4952.11,428.72,2015-09-14,2018-11-03,8.7
DM-13015,Darrin Martin,Consumer,South,1,21,228.59,37.8,2017-09-05,2017-09-05,16.5
DM-13015,Darrin Martin,Consumer,West,1,4,305.5,-28.68,2017-05-05,2017-05-05,-9.4
DM-13345,Denise Monton,Corporate,Central,1,10,445.4,57.5,2017-11-21,2017-11-21,12.9
DM-13345,Denise Monton,Corporate,East,4,9,630.37,-40.08,2015-11-03,2017-11-07,-6.4
DM-13345,Denise Monton,Corporate,South,2,15,2755.12,311.99,2015-11-12,2018-04-08,11.3
DM-13345,Denise Monton,Corporate,West,1,12,243.58,28.55,2018-12-08,2018-12-08,11.7
DM-13525,Don Miller,Corporate,Central,1,11,52.1,14.36,2017-09-05,2017-09-05,27.6
DM-13525,Don Miller,Corporate,East,1,25,1082.15,99.08,2016-09-11,2016-09-11,9.2
DM-13525,Don Miller,Corporate,South,1,8,242.55,-3.79,2015-07-05,2015-07-05,-1.6
DN-13690,Duane Noonan,Consumer,Central,1,6,477.3,3.08,2018-05-27,2018-05-27,0.6
DN-13690,Duane Noonan,Consumer,East,2,14,711.06,-15.29,2015-09-20,2015-10-08,-2.2
DN-13690,Duane Noonan,Consumer,West,4,21,951.43,-16.38,2015-10-12,2017-12-22,-1.7
DO-13435,Denny Ordway,Consumer,East,3,18,570.84,86.53,2015-10-03,2018-06-26,15.2
DO-13435,Denny Ordway,Consumer,South,1,12,459.43,-50.4,2016-11-27,2016-11-27,-11.0
DO-13435,Denny Ordway,Consumer,West,5,30,269.76,13.44,2016-03-29,2018-08-19,5.0
DO-13645,Doug O'Connell,Consumer,Central,1,6,76.64,9.52,2016-11-07,2016-11-07,12.4
DO-13645,Doug O'Connell,Consumer,East,2,16,517.59,20.46,2018-08-19,2018-12-04,4.0
DO-13645,Doug O'Connell,Consumer,South,2,20,320.46,37.59,2018-09-04,2018-09-23,11.7
DO-13645,Doug O'Connell,Consumer,West,2,8,352.62,37.4,2018-09-15,2018-11-27,10.6
DP-13000,Darren Powers,Consumer,Central,4,29,380.53,21.85,2015-01-03,2018-08-26,5.7
DP-13000,Darren Powers,Consumer,East,2,21,125.62,5.54,2017-11-14,2018-05-14,4.4
DP-13000,Darren Powers,Consumer,South,1,5,7.76,-4.05,2017-05-15,2017-05-15,-52.2
DP-13000,Darren Powers,Consumer,West,1,6,383.61,55.22,2016-11-24,2016-11-24,14.4
DP-13105,Dave Poirier,Corporate,Central,1,7,32.56,4.18,2018-12-17,2018-12-17,12.8
DP-13105,Dave Poirier,Corporate,East,3,22,1729.11,239.77,2016-08-22,2018-04-13,13.9
DP-13105,Dave Poirier,Corporate,West,4,38,453.33,21.95,2017-06-20,2018-12-24,4.8
DP-13165,David Philippe,Consumer,Central,1,2,8.02,-1.42,2016-10-10,2016-10-10,-17.7
DP-13165,David Philippe,Consumer,East,1,14,1050.6,-37.47,2015-12-02,2015-12-02,-3.6
DP-13390,Dennis Pardue,Home Office,Central,3,18,470.41,-13.99,2016-03-24,2018-01-01,-3.0
DP-13390,Dennis Pardue,Home Office,East,1,1,16.66,4.46,2017-05-24,2017-05-24,26.8
DP-13390,Dennis Pardue,Home Office,South,2,14,51.98,5.72,2015-12-21,2018-01-06,11.0
DP-13390,Dennis Pardue,Home Office,West,3,23,4941.68,504.83,2015-07-05,2017-10-21,10.2
DR-12880,Dan Reichenbach,Corporate,Central,1,10,796.32,115.56,2016-11-28,2016-11-28,14.5
DR-12880,Dan Reichenbach,Corporate,East,5,32,2069.33,140.86,2016-09-25,2018-12-27,6.8
DR-12880,Dan Reichenbach,Corporate,South,1,10,287.42,10.64,2018-06-26,2018-06-26,3.7
DR-12880,Dan Reichenbach,Corporate,West,2,34,3374.96,413.05,2017-03-24,2018-08-27,12.2
DR-12940,Daniel Raglin,Home Office,Central,3,12,621.59,9.98,2016-03-30,2017-11-29,1.6
DR-12940,Daniel Raglin,Home Office,East,2,30,6937.87,1063.02,2016-09-01,2017-10-04,15.3
DR-12940,Daniel Raglin,Home Office,South,2,8,489.03,63.23,2018-08-11,2018-11-10,12.9
DR-12940,Daniel Raglin,Home Office,West,1,5,302.38,39.75,2015-03-28,2015-03-28,13.1
DS-13030,Darrin Sayre,Home Office,East,1,11,400.61,74.82,2018-04-04,2018-04-04,18.7
DS-13030,Darrin Sayre,Home Office,West,3,66,1361.6,113.32,2015-07-09,2018-09-28,8.3
DS-13180,David Smith,Corporate,Central,4,26,1005.44,-59.88,2016-08-09,2018-12-07,-6.0
DS-13180,David Smith,Corporate,East,2,27,900.07,89.98,2015-04-28,2017-11-28,10.0
DS-13180,David Smith,Corporate,South,1,6,92.7,-7.48,2017-03-27,2017-03-27,-8.1
DS-13180,David Smith,Corporate,West,2,12,883.6,-23.58,2016-08-21,2017-12-14,-2.7
DV-13045,Darrin Van Huff,Corporate,East,1,6,188.55,0.95,2018-12-04,2018-12-04,0.5
DV-13045,Darrin Van Huff,Corporate,South,2,22,893.33,-63.92,2018-06-30,2018-12-11,-7.2
DV-13045,Darrin Van Huff,Corporate,West,2,11,37.6,8.53,2017-06-12,2017-09-23,22.7
DV-13465,Dianna Vittorini,Consumer,Central,1,6,663.75,77.18,2015-06-22,2015-06-22,11.6
DV-13465,Dianna Vittorini,Consumer,East,1,15,1170.72,150.02,2016-11-09,2016-11-09,12.8
DV-13465,Dianna Vittorini,Consumer,West,3,31,1420.02,182.39,2017-09-10,2018-12-01,12.8
DW-13195,David Wiener,Corporate,Central,1,12,448.42,23.61,2017-11-20,2017-11-20,5.3
DW-13195,David Wiener,Corporate,South,1,3,4.37,-0.99,2015-07-05,2015-07-05,-22.7
DW-13195,David Wiener,Corporate,West,4,17,627.96,-1.33,2015-01-18,2018-10-22,-0.2
DW-13480,Dianna Wilson,Home Office,Central,2,20,3760.41,223.36,2015-06-01,2017-08-20,5.9
DW-13480,Dianna Wilson,Home Office,South,1,12,598.31,101.55,2018-05-27,2018-05-27,17.0
DW-13480,Dianna Wilson,Home Office,West,2,10,912.91,-24.33,2017-01-07,2017-11-12,-2.7
DW-13540,Don Weiss,Consumer,Central,2,12,84.61,-4.02,2017-02-27,2018-03-06,-4.8
DW-13540,Don Weiss,Consumer,East,1,6,88.04,26.44,2017-04-01,2017-04-01,30.0
DW-13540,Don Weiss,Consumer,South,1,2,13.15,3.96,2018-08-25,2018-08-25,30.1
DW-13540,Don Weiss,Consumer,West,1,6,158.28,40.09,2018-09-23,2018-09-23,25.3
DW-13585,Dorothy Wardle,Corporate,East,3,23,788.15,-4.47,2016-06-28,2018-05-02,-0.6
DW-13585,Dorothy Wardle,Corporate,South,2,4,223.77,3.63,2015-08-24,2018-04-14,1.6
DW-13585,Dorothy Wardle,Corporate,West,2,8,192.93,33.37,2017-08-07,2017-09-26,17.3
Dl-13600,Dorris liebe,Corporate,Central,1,4,1.62,-1.59,2018-06-08,2018-06-08,-98.1
Dl-13600,Dorris liebe,Corporate,East,2,9,673.82,-6.52,2017-04-07,2018-09-02,-1.0
Dl-13600,Dorris liebe,Corporate,West,2,9,80.16,6.85,2015-03-30,2015-07-01,8.5
Dp-13240,Dean percer,Home Office,Central,1,11,146.89,21.07,2018-06-15,2018-06-15,14.3
Dp-13240,Dean percer,Home Office,East,5,46,3122.26,166.78,2016-11-09,2018-09-15,5.3
Dp-13240,Dean percer,Home Office,South,2,63,3464.88,-145.08,2018-10-02,2018-10-07,-4.2
Dp-13240,Dean percer,Home Office,West,3,9,464.73,38.95,2015-05-26,2018-09-07,8.4
EA-14035,Erin Ashbrook,Corporate,Central,4,42,1443.41,135.21,2016-11-26,2017-07-02,9.4
EA-14035,Erin Ashbrook,Corporate,East,4,44,895.07,96.82,2015-12-05,2018-07-31,10.8
EA-14035,Erin Ashbrook,Corporate,South,2,6,205.34,36.3,2015-09-13,2016-05-23,17.7
EA-14035,Erin Ashbrook,Corporate,West,2,12,208.62,21.86,2017-06-12,2018-04-30,10.5
EB-13705,Ed Braxton,Corporate,Central,3,16,183.3,33.51,2016-03-31,2018-05-08,18.3
EB-13705,Ed Braxton,Corporate,East,3,4,1411.49,34.08,2015-12-15,2018-11-12,2.4
EB-13705,Ed Braxton,Corporate,West,3,20,2050.18,-204.39,2015-07-08,2017-06-14,-10.0
EB-13750,Edward Becker,Corporate,Central,1,1,341.96,5.05,2018-11-10,2018-11-10,1.5
EB-13750,Edward Becker,Corporate,East,3,40,2034.04,17.9,2016-06-05,2017-11-11,0.9
EB-13750,Edward Becker,Corporate,South,3,21,687.73,101.04,2016-03-12,2018-04-16,14.7
EB-13750,Edward Becker,Corporate,West,3,17,172.59,4.32,2017-04-09,2018-11-25,2.5
EB-13840,Ellis Ballard,Corporate,Central,1,6,94.43,-2.8,2015-12-13,2015-12-13,-3.0
EB-13840,Ellis Ballard,Corporate,East,1,4,212.88,32.64,2017-12-04,2017-12-04,15.3
EB-13840,Ellis Ballard,Corporate,South,1,3,13.62,-4.42,2015-05-30,2015-05-30,-32.5
EB-13840,Ellis Ballard,Corporate,West,1,17,643.52,35.96,2018-10-01,2018-10-01,5.6
EB-13870,Emily Burns,Consumer,Central,1,4,127.87,-0.94,2015-05-05,2015-05-05,-0.7
EB-13870,Emily Burns,Consumer,East,3,13,655.18,20.85,2017-10-03,2018-09-21,3.2
EB-13870,Emily Burns,Consumer,South,3,11,464.98,-7.34,2016-07-09,2018-01-30,-1.6
EB-13870,Emily Burns,Consumer,West,3,20,1519.19,-44.78,2015-11-08,2016-09-25,-2.9
EB-13930,Eric Barreto,Consumer,Central,2,7,583.16,2.68,2017-02-27,2018-07-22,0.5
EB-13930,Eric Barreto,Consumer,South,2,12,239.22,21.31,2015-02-02,2017-10-22,8.9
EB-13930,Eric Barreto,Consumer,West,1,9,122.22,26.62,2017-05-18,2017-05-18,21.8
EB-13975,Erica Bern,Corporate,South,2,17,984.67,149.87,2017-01-04,2017-10-10,15.2
EB-13975,Erica Bern,Corporate,West,2,9,658.58,96.9,2017-02-07,2018-12-30,14.7
EB-14110,Eugene Barchas,Consumer,East,4,26,1976.83,232.04,2016-11-12,2018-09-08,11.7
EB-14110,Eugene Barchas,Consumer,West,2,22,1094.3,69.4,2016-04-13,2017-09-11,6.3
EB-14170,Evan Bailliet,Consumer,Central,3,13,352.67,52.54,2015-10-17,2017-11-05,14.9
EB-14170,Evan Bailliet,Consumer,South,2,6,15.86,-10.24,2016-03-12,2018-10-09,-64.6
EB-14170,Evan Bailliet,Consumer,West,1,8,817.8,91.01,2015-09-29,2015-09-29,11.1
EC-14050,Erin Creighton,Consumer,Central,1,4,38.16,3.5,2018-11-07,2018-11-07,9.2
EC-14050,Erin Creighton,Consumer,East,2,7,31.16,7.69,2015-12-17,2018-03-23,24.7
EC-14050,Erin Creighton,Consumer,South,1,4,299.07,41.1,2017-12-12,2017-12-12,13.7
EC-14050,Erin Creighton,Consumer,West,1,2,93.52,12.5,2018-07-31,2018-07-31,13.4
ED-13885,Emily Ducich,Home Office,Central,3,28,268.29,17.08,2015-11-23,2018-08-17,6.4
ED-13885,Emily Ducich,Home Office,East,1,6,2621.32,-15.65,2016-11-02,2016-11-02,-0.6
ED-13885,Emily Ducich,Home Office,West,4,26,595.31,65.58,2015-08-09,2018-02-19,11.0
EG-13900,Emily Grady,Consumer,Central,2,6,253.43,44.39,2018-03-31,2018-11-17,17.5
EG-13900,Emily Grady,Consumer,East,2,26,1380.87,-12.84,2017-12-03,2018-12-08,-0.9
EG-13900,Emily Grady,Consumer,South,1,5,197.72,19.0,2016-11-02,2016-11-02,9.6
EH-13765,Edward Hooks,Corporate,Central,1,5,22.99,-1.28,2018-01-22,2018-01-22,-5.6
EH-13765,Edward Hooks,Corporate,East,5,60,2509.3,182.6,2015-10-18,2018-08-17,7.3
EH-13765,Edward Hooks,Corporate,West,4,49,7408.09,934.0,2017-03-13,2017-12-23,12.6
EH-13945,Eric Hoffmann,Consumer,Central,1,32,296.67,60.16,2017-11-19,2017-11-19,20.3
EH-13945,Eric Hoffmann,Consumer,East,2,14,158.32,19.06,2015-07-02,2017-11-26,12.0
EH-13945,Eric Hoffmann,Consumer,South,1,2,25.92,0.19,2018-05-27,2018-05-27,0.7
EH-13945,Eric Hoffmann,Consumer,West,4,18,203.26,34.02,2016-07-10,2018-05-22,16.7
EH-13990,Erica Hackney,Consumer,Central,1,3,151.19,21.93,2017-11-20,2017-11-20,14.5
EH-13990,Erica Hackney,Consumer,East,2,16,391.14,40.38,2016-09-25,2017-03-31,10.3
EH-13990,Erica Hackney,Consumer,South,1,4,149.95,12.04,2015-01-15,2015-01-15,8.0
EH-13990,Erica Hackney,Consumer,West,2,9,133.67,-11.39,2015-05-23,2015-11-24,-8.5
EH-14005,Erica Hernandez,Home Office,Central,1,7,269.68,-28.21,2018-09-22,2018-09-22,-10.5
EH-14005,Erica Hernandez,Home Office,East,1,5,167.64,17.2,2018-12-01,2018-12-01,10.3
EH-14005,Erica Hernandez,Home Office,South,3,18,587.86,100.96,2015-05-13,2018-12-28,17.2
EH-14005,Erica Hernandez,Home Office,West,2,12,194.35,24.13,2015-12-07,2017-04-28,12.4
EH-14125,Eugene Hildebrand,Home Office,Central,1,8,703.68,-1.31,2017-09-19,2017-09-19,-0.2
EH-14125,Eugene Hildebrand,Home Office,East,4,24,1571.92,235.71,2016-04-10,2018-06-21,15.0
EH-14125,Eugene Hildebrand,Home Office,South,2,6,302.52,35.09,2017-05-24,2018-07-31,11.6
EH-14125,Eugene Hildebrand,Home Office,West,3,24,504.53,60.21,2015-10-19,2018-01-30,11.9
EH-14185,Evan Henry,Consumer,Central,1,7,6.93,0.52,2015-11-22,2015-11-22,7.5
EH-14185,Evan Henry,Consumer,East,3,14,663.8,62.7,2015-10-25,2018-09-16,9.4
EH-14185,Evan Henry,Consumer,South,2,18,253.15,45.68,2015-05-22,2017-12-30,18.0
EJ-13720,Ed Jacobs,Consumer,Central,1,9,92.86,-8.85,2015-12-16,2015-12-16,-9.5
EJ-13720,Ed Jacobs,Consumer,East,1,6,422.86,68.18,2016-08-13,2016-08-13,16.1
EJ-13720,Ed Jacobs,Consumer,West,2,19,1646.46,97.73,2015-01-27,2018-03-03,5.9
EJ-14155,Eva Jacobs,Consumer,East,1,11,1517.05,102.62,2017-12-01,2017-12-01,6.8
EJ-14155,Eva Jacobs,Consumer,South,1,1,48.69,13.04,2018-05-14,2018-05-14,26.8
EJ-14155,Eva Jacobs,Consumer,West,3,7,1090.95,-2.21,2015-03-03,2018-11-03,-0.2
EK-13795,Eileen Kiefer,Home Office,Central,1,4,25.49,6.46,2016-12-19,2016-12-19,25.3
EK-13795,Eileen Kiefer,Home Office,West,3,11,1277.99,-121.82,2015-03-18,2018-11-16,-9.5
EL-13735,Ed Ludwig,Home Office,Central,1,3,86.62,3.24,2017-04-22,2017-04-22,3.7
EL-13735,Ed Ludwig,Home Office,East,1,2,37.66,7.57,2018-10-14,2018-10-14,20.1
EM-13810,Eleni McCrary,Corporate,East,3,16,510.63,-0.62,2016-08-24,2018-08-20,-0.1
EM-13810,Eleni McCrary,Corporate,West,2,18,2056.38,12.79,2016-06-07,2016-07-16,0.6
EM-13825,Elizabeth Moffitt,Corporate,Central,3,33,1621.65,176.02,2017-09-05,2018-11-05,10.9
EM-13825,Elizabeth Moffitt,Corporate,East,1,13,345.26,64.15,2016-05-31,2016-05-31,18.6
EM-13825,Elizabeth Moffitt,Corporate,South,2,12,30.41,10.35,2015-12-02,2017-08-27,34.0
EM-13825,Elizabeth Moffitt,Corporate,West,2,7,342.28,45.1,2016-01-26,2018-05-02,13.2
EM-13960,Eric Murdock,Consumer,Central,1,11,111.76,5.85,2016-10-01,2016-10-01,5.2
EM-13960,Eric Murdock,Consumer,East,2,11,62.6,2.73,2016-12-12,2016-12-28,4.4
EM-13960,Eric Murdock,Consumer,West,2,9,759.34,101.34,2016-10-01,2018-08-01,13.3
EM-14065,Erin Mull,Consumer,Central,1,1,30.34,-1.2,2018-06-04,2018-06-04,-4.0
EM-14065,Erin Mull,Consumer,East,2,11,177.15,20.39,2015-07-22,2018-11-13,11.5
EM-14065,Erin Mull,Consumer,South,1,7,21.5,4.75,2017-08-13,2017-08-13,22.1
EM-14095,Eudokia Martin,Corporate,East,1,6,65.12,16.66,2018-09-08,2018-09-08,25.6
EM-14095,Eudokia Martin,Corporate,South,1,6,520.03,73.24,2016-08-07,2016-08-07,14.1
EM-14095,Eudokia Martin,Corporate,West,2,32,455.89,51.46,2016-11-21,2017-11-07,11.3
EM-14140,Eugene Moren,Home Office,Central,1,37,1282.61,189.99,2017-05-30,2017-05-30,14.8
EM-14140,Eugene Moren,Home Office,East,1,18,807.54,120.6,2016-03-07,2016-03-07,14.9
EM-14140,Eugene Moren,Home Office,West,4,40,2498.29,352.57,2015-07-19,2018-11-12,14.1
EM-14200,Evan Minnotte,Home Office,Central,1,3,298.12,-43.46,2018-07-25,2018-07-25,-14.6
EM-14200,Evan Minnotte,Home Office,South,2,12,68.71,1.08,2016-12-20,2018-03-26,1.6
EN-13780,Edward Nazzal,Consumer,Central,2,11,107.53,26.36,2017-09-20,2018-03-18,24.5
EN-13780,Edward Nazzal,Consumer,East,2,29,2091.83,169.35,2016-05-30,2017-06-04,8.1
EP-13915,Emily Phan,Consumer,Central,5,45,2546.4,-102.12,2017-10-11,2018-11-11,-4.0
EP-13915,Emily Phan,Consumer,East,3,18,1958.77,148.12,2015-07-06,2018-11-07,7.6
EP-13915,Emily Phan,Consumer,South,4,18,277.24,66.52,2016-06-21,2017-12-31,24.0
EP-13915,Emily Phan,Consumer,West,5,34,695.64,32.23,2017-10-18,2018-12-18,4.6
ER-13855,Elpida Rittenbach,Corporate,Central,1,7,77.88,5.03,2017-09-06,2017-09-06,6.5
ER-13855,Elpida Rittenbach,Corporate,South,1,15,1106.92,-86.81,2017-11-04,2017-11-04,-7.8
ER-13855,Elpida Rittenbach,Corporate,West,1,6,60.98,10.25,2016-12-21,2016-12-21,16.8
ES-14020,Erica Smith,Consumer,Central,1,5,117.46,12.36,2016-04-20,2016-04-20,10.5
ES-14020,Erica Smith,Consumer,East,1,2,239.97,37.17,2017-06-11,2017-06-11,15.5
ES-14020,Erica Smith,Consumer,South,1,4,209.57,-3.42,2018-11-20,2018-11-20,-1.6
ES-14020,Erica Smith,Consumer,West,2,25,2943.46,315.48,2015-09-20,2018-09-15,10.7
ES-14080,Erin Smith,Corporate,East,4,31,2252.48,182.86,2016-02-27,2018-12-02,8.1
ES-14080,Erin Smith,Corporate,South,1,6,95.62,16.14,2018-09-19,2018-09-19,16.9
ES-14080,Erin Smith,Corporate,West,4,44,2309.83,235.37,2015-10-02,2017-12-19,10.2
FA-14230,Frank Atkinson,Corporate,Central,1,4,80.88,-4.5,2016-02-09,2016-02-09,-5.6
FA-14230,Frank Atkinson,Corporate,South,2,23,820.42,5.81,2016-07-02,2017-11-20,0.7
FA-14230,Frank Atkinson,Corporate,West,4,30,2082.75,263.99,2015-09-19,2018-09-24,12.7
FC-14245,Frank Carlisle,Home Office,Central,1,7,2377.56,320.51,2017-10-17,2017-10-17,13.5
FC-14245,Frank Carlisle,Home Office,East,2,13,175.27,10.74,2016-06-13,2018-10-21,6.1
FC-14245,Frank Carlisle,Home Office,South,1,6,220.06,40.52,2018-09-08,2018-09-08,18.4
FC-14245,Frank Carlisle,Home Office,West,3,18,645.85,76.68,2016-09-19,2018-03-06,11.9
FC-14335,Fred Chung,Corporate,Central,2,6,209.66,37.83,2016-03-30,2018-06-29,18.0
FC-14335,Fred Chung,Corporate,East,1,5,51.97,8.92,2016-05-15,2016-05-15,17.2
FC-14335,Fred Chung,Corporate,West,4,28,3627.73,281.66,2015-10-10,2018-02-05,7.8
FG-14260,Frank Gastineau,Home Office,Central,1,3,298.46,29.29,2018-07-10,2018-07-10,9.8
FG-14260,Frank Gastineau,Home Office,East,4,32,903.04,104.28,2015-05-21,2018-11-26,11.5
FG-14260,Frank Gastineau,Home Office,West,2,12,181.64,28.48,2018-10-02,2018-10-15,15.7
FH-14275,Frank Hawley,Corporate,Central,3,38,1262.16,137.55,2017-11-12,2018-07-03,10.9
FH-14275,Frank Hawley,Corporate,East,2,11,1369.53,192.71,2018-11-10,2018-11-23,14.1
FH-14275,Frank Hawley,Corporate,South,2,22,809.63,-38.46,2015-10-21,2018-05-13,-4.8
FH-14275,Frank Hawley,Corporate,West,3,29,814.95,71.66,2015-04-06,2018-09-10,8.8
FH-14350,Fred Harton,Consumer,Central,1,4,24.82,-1.53,2016-12-28,2016-12-28,-6.2
FH-14350,Fred Harton,Consumer,East,1,7,189.92,48.17,2018-06-01,2018-06-01,25.4
FH-14350,Fred Harton,Consumer,South,1,19,1142.43,179.29,2016-08-23,2016-08-23,15.7
FH-14350,Fred Harton,Consumer,West,1,15,914.12,133.66,2018-02-13,2018-02-13,14.6
